OpptyNum,Topic,(IG)CustomerContactIndexValue,ContactName,(IG)CustomerAccountIndex,Account,Contact,Budget Amount,Created On,Est. Close Date,Actual Close Date,Est. Revenue,Actual Revenue,(IG)ForecastCatIndex,Forecast category,(IG)SalesStageIndex,Sales Stage,(IG)StatusIndex,Status,(IG)StatusReasonIndex,Status Reason,(IG)PurchaseTimeframeIndex,Purchase Timeframe,Close Probability,)IG)PurchaseProcessIndex,Purchase Process,Owner,Created By,Price List,Revenue,Currency,Description
34874,[34874] Opportunity for Albemarle $23720.64 This Quarter,201622,Charles Sanchez,100683,Albemarle,Charles.Sanchez201622@notadomain.test,49418,3/11/2022,3/11/2022,3/11/2022,23720.64,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,2,This Quarter,23,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34875,[34875] Opportunity for Worthington Industries $6259.5 Immediate,203202,Linda Evans,100664,Worthington Industries,Linda.Evans203202@notadomain.test,20865,3/14/2022,7/14/2022,,6259.5,,6,Lost,4,Close,1,Open,2,On Hold,1,Immediate,36,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34876,[34876] Opportunity for Nasdaq $49246.96 This Quarter,202709,Matthew Thompson,100620,Nasdaq,Matthew.Thompson202709@notadomain.test,87941,5/17/2022,7/31/2022,,49246.96,,1,Pipeline,3,Propose,1,Open,1,In Progress,2,This Quarter,44,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34877,[34877] Opportunity for Williams $25885.11 This Quarter,202777,Tom Black,100387,Williams,Tom.Black202777@notadomain.test,29753,5/20/2022,5/20/2022,5/20/2022,25885.11,25885.11,5,Won,3,Propose,2,Won,3,Won,2,This Quarter,92,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34878,[34878] Opportunity for Charles River Laboratories International $56408.19 Next Quarter,201151,Shirley Black,100855,Charles River Laboratories International,Shirley.Black201151@notadomain.test,81751,3/12/2022,3/12/2022,3/12/2022,56408.19,0,6,Lost,2,Develop,3,Lost,4,Canceled,3,Next Quarter,59,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34879,[34879] Opportunity for Qurate Retail $23596.4 This Year,201059,Barbara Franklin,100239,Qurate Retail,Barbara.Franklin201059@notadomain.test,58991,5/12/2022,5/12/2022,5/12/2022,23596.4,0,6,Lost,4,Close,3,Lost,5,Out-Sold,4,This Year,53,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34880,[34880] Opportunity for Laboratory Corp. of America $18800.16 This Quarter,204059,Fred Martin,100274,Laboratory Corp. of America,Fred.Martin204059@notadomain.test,78334,4/25/2022,4/25/2022,4/25/2022,18800.16,18800.16,5,Won,2,Develop,2,Won,3,Won,2,This Quarter,18,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34881,[34881] Opportunity for Torchmark $48763.4 This Year,204522,Jim Jefferson,101023,Torchmark,Jim.Jefferson204522@notadomain.test,69662,5/1/2022,7/6/2022,,48763.4,,4,Omitted,3,Propose,1,Open,2,On Hold,4,This Year,33,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34882,[34882] Opportunity for Huntington Ingalls Industries $24953.28 Next Quarter,200556,Alex Lo,100357,Huntington Ingalls Industries,Alex.Lo200556@notadomain.test,75616,3/25/2022,3/25/2022,3/25/2022,24953.28,0,6,Lost,2,Develop,3,Lost,4,Canceled,3,Next Quarter,14,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34883,[34883] Opportunity for Liberty Oilfield Services $6574.5 This Quarter,204228,Fred Gebhart,101000,Liberty Oilfield Services,Fred.Gebhart204228@notadomain.test,65745,4/16/2022,4/16/2022,4/16/2022,6574.5,0,6,Lost,2,Develop,3,Lost,4,Canceled,2,This Quarter,95,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34884,[34884] Opportunity for Arconic $47519.29 This Quarter,203265,Shirley Roberts,101008,Arconic,Shirley.Roberts203265@notadomain.test,60151,5/8/2022,5/8/2022,5/8/2022,47519.29,0,6,Lost,4,Close,3,Lost,4,Canceled,2,This Quarter,82,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34885,[34885] Opportunity for Insperity $1859.2 This Quarter,202342,Abe Li,100615,Insperity,Abe.Li202342@notadomain.test,2656,4/3/2022,4/3/2022,4/3/2022,1859.2,0,6,Lost,1,Qualify,3,Lost,4,Canceled,2,This Quarter,55,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34886,[34886] Opportunity for Ferrellgas Partners $42534.88 Unknown,201252,Charles Robinson,101057,Ferrellgas Partners,Charles.Robinson201252@notadomain.test,47792,5/6/2022,5/6/2022,5/6/2022,42534.88,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,5,Unknown,47,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34887,[34887] Opportunity for AutoNation $2711.84 This Quarter,200154,Charles Green,100154,AutoNation,Charles.Green200154@notadomain.test,16949,3/4/2022,8/16/2022,,2711.84,,4,Omitted,4,Close,1,Open,2,On Hold,2,This Quarter,99,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34888,[34888] Opportunity for Synovus Financial $11860.65 Unknown,201312,Beth Li,100890,Synovus Financial,Beth.Li201312@notadomain.test,26357,2/28/2022,2/28/2022,2/28/2022,11860.65,11860.65,5,Won,4,Close,2,Won,3,Won,5,Unknown,84,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34889,[34889] Opportunity for Kimberly-Clark $5482.07 This Quarter,204818,Karen Roberts,100175,Kimberly-Clark,Karen.Roberts204818@notadomain.test,12749,3/3/2022,3/3/2022,3/3/2022,5482.07,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,2,This Quarter,50,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34890,[34890] Opportunity for Dana $2701.9 Immediate,201898,Fred Flores,100367,Dana,Fred.Flores201898@notadomain.test,3295,3/6/2022,3/6/2022,3/6/2022,2701.9,2701.9,5,Won,1,Qualify,2,Won,3,Won,1,Immediate,39,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34891,[34891] Opportunity for IDEX $52714.62 Immediate,203305,Matthew Jimenez,100873,IDEX,Matthew.Jimenez203305@notadomain.test,83674,3/4/2022,3/4/2022,3/4/2022,52714.62,0,6,Lost,1,Qualify,3,Lost,4,Canceled,1,Immediate,73,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34892,[34892] Opportunity for Union Pacific $5288.03 Next Quarter,203674,Nancy Nguyen,100149,Union Pacific,Nancy.Nguyen203674@notadomain.test,48073,3/2/2022,3/2/2022,3/2/2022,5288.03,0,6,Lost,4,Close,3,Lost,4,Canceled,3,Next Quarter,60,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34893,[34893] Opportunity for Fidelity National Information Services $19422.48 Unknown,200506,Annabelle King,100303,Fidelity National Information Services,Annabelle.King200506@notadomain.test,88284,3/21/2022,3/21/2022,3/21/2022,19422.48,0,6,Lost,1,Qualify,3,Lost,4,Canceled,5,Unknown,65,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34894,[34894] Opportunity for FM Global $626.13 Unknown,204860,Jacob Washington,100447,FM Global,Jacob.Washington204860@notadomain.test,62613,5/4/2022,5/4/2022,5/4/2022,626.13,0,6,Lost,1,Qualify,3,Lost,4,Canceled,5,Unknown,51,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34895,[34895] Opportunity for Motorola Solutions $52244.08 Next Quarter,201542,Jacob Lee,100403,Motorola Solutions,Jacob.Lee201542@notadomain.test,93293,5/6/2022,5/6/2022,5/6/2022,52244.08,52244.08,5,Won,3,Propose,2,Won,3,Won,3,Next Quarter,35,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34896,[34896] Opportunity for Archer Daniels Midland $43917.3 Immediate,203594,Tim Franklin,100054,Archer Daniels Midland,Tim.Franklin203594@notadomain.test,62739,4/6/2022,4/6/2022,4/6/2022,43917.3,0,6,Lost,3,Propose,3,Lost,4,Canceled,1,Immediate,3,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34897,[34897] Opportunity for Palo Alto Networks $44804 This Quarter,202073,Anne Tompson,100804,Palo Alto Networks,Anne.Tompson202073@notadomain.test,97400,4/16/2022,4/16/2022,4/16/2022,44804,0,6,Lost,3,Propose,3,Lost,4,Canceled,2,This Quarter,100,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34898,[34898] Opportunity for National Oilwell Varco $6635.92 This Quarter,202899,Anne Martinez,100374,National Oilwell Varco,Anne.Martinez202899@notadomain.test,82949,5/3/2022,6/1/2022,,6635.92,,4,Omitted,4,Close,1,Open,1,In Progress,2,This Quarter,81,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34899,[34899] Opportunity for KeyCorp $46107.6 Immediate,200542,Tim Morales,100411,KeyCorp,Tim.Morales200542@notadomain.test,76846,4/25/2022,4/25/2022,4/25/2022,46107.6,0,6,Lost,4,Close,3,Lost,5,Out-Sold,1,Immediate,56,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34900,[34900] Opportunity for Chipotle Mexican Grill $17348.1 Immediate,204776,Bob Franklin,100506,Chipotle Mexican Grill,Bob.Franklin204776@notadomain.test,52570,3/23/2022,3/23/2022,3/23/2022,17348.1,17348.1,5,Won,2,Develop,2,Won,3,Won,1,Immediate,62,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34901,[34901] Opportunity for Sherwin-Williams $2122.77 Immediate,200731,Barbara Roberts,100180,Sherwin-Williams,Barbara.Roberts200731@notadomain.test,5443,4/14/2022,6/13/2022,,2122.77,,6,Lost,4,Close,1,Open,1,In Progress,1,Immediate,97,3,Unknown,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34902,[34902] Opportunity for Tesla $53468 This Year,202508,Shirley Rodriguez,100124,Tesla,Shirley.Rodriguez202508@notadomain.test,53468,3/22/2022,6/19/2022,,53468,,6,Lost,3,Propose,1,Open,1,In Progress,4,This Year,42,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34903,[34903] Opportunity for W.W. Grainger $5562.72 This Quarter,204415,Bonnie Lopez,100278,W.W. Grainger,Bonnie.Lopez204415@notadomain.test,11589,4/17/2022,4/17/2022,4/17/2022,5562.72,0,6,Lost,4,Close,3,Lost,4,Canceled,2,This Quarter,99,2,Committee,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34904,[34904] Opportunity for Evercore $613.27 Immediate,202053,Steven Tan,100988,Evercore,Steven.Tan202053@notadomain.test,61327,3/25/2022,3/25/2022,3/25/2022,613.27,0,6,Lost,2,Develop,3,Lost,4,Canceled,1,Immediate,6,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34905,[34905] Opportunity for Kohl's $76000.08 This Quarter,202857,Matthew King,100165,Kohl's,Matthew.King202857@notadomain.test,97436,5/1/2022,5/1/2022,5/1/2022,76000.08,0,6,Lost,4,Close,3,Lost,5,Out-Sold,2,This Quarter,41,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34906,[34906] Opportunity for PVH $4633.35 Immediate,200198,Fred Lopez,100323,PVH,Fred.Lopez200198@notadomain.test,27255,3/7/2022,6/9/2022,,4633.35,,3,Committed,1,Qualify,1,Open,1,In Progress,1,Immediate,93,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34907,[34907] Opportunity for Greenbrier $34306.2 This Quarter,204365,Candie Smith,100777,Greenbrier,Candie.Smith204365@notadomain.test,95295,3/4/2022,3/4/2022,3/4/2022,34306.2,0,6,Lost,2,Develop,3,Lost,5,Out-Sold,2,This Quarter,21,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34908,[34908] Opportunity for Colgate-Palmolive $51562.5 Immediate,200469,John Garcia,100203,Colgate-Palmolive,John.Garcia200469@notadomain.test,68750,3/7/2022,3/7/2022,3/7/2022,51562.5,0,6,Lost,3,Propose,3,Lost,5,Out-Sold,1,Immediate,99,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
34909,[34909] Opportunity for Maxim Integrated Products $31008.59 This Year,200867,Alex Gebhart,100915,Maxim Integrated Products,Alex.Gebhart200867@notadomain.test,83807,4/27/2022,5/28/2022,,31008.59,,3,Committed,1,Qualify,1,Open,1,In Progress,4,This Year,69,1,Individual,Alan Garcia,Alan Garcia,Standard Price List,System Generated,US Dollar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."
